City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
174448,Abu Kamal,0,SY,1603764596,28,34.45,40.92,63.39,4.74
4132093,Springdale,90,US,1603764391,100,36.19,-94.13,36.0,9.17
1526619,Aktas,75,KZ,1603764598,77,49.78,72.96,37.4,20.13
1625908,Sungai Raya,100,ID,1603764599,76,0.7,108.9,81.75,8.88
2121385,Severo-Kuril'sk,99,RU,1603764600,81,50.68,156.12,45.05,4.52
476055,Velikodvorskiy,96,RU,1603764601,85,55.25,40.67,36.07,5.35
3839307,Rawson,100,AR,1603764580,36,-43.3,-65.1,62.82,8.39
409417,Shirvan,0,AZ,1603764603,66,39.95,48.9,57.15,2.55
1735086,Nibong Tebal,20,MY,1603764605,74,5.17,100.48,84.2,4.03
3357114,Grootfontein,21,NA,1603764606,42,-19.57,18.12,68.22,12.91
2450173,Taoudenni,0,ML,1603764608,22,22.68,-3.98,82.83,9.4
57000,Hobyo,70,SO,1603764609,80,5.35,48.53,78.42,3.13
5720495,Coos Bay,1,US,1603764611,62,43.37,-124.22,52.0,18.34
3836669,San Rafael,0,AR,1603764612,26,-34.62,-68.33,66.99,8.48
170062,Aleppo Governorate,0,SY,1603764613,31,36.25,37.5,63.73,6.96
95788,Hīt,0,IQ,1603764614,24,33.64,42.83,67.75,6.78
4074736,Marshall,1,US,1603764523,88,34.38,-86.33,64.99,3.36
3466980,Caravelas,8,BR,1603764577,90,-17.71,-39.25,73.53,3.47
3984997,San Quintín,0,MX,1603764617,47,30.48,-115.95,65.05,8.52
2452655,Niono,87,ML,1603764619,17,14.25,-5.99,77.72,5.12
3664078,Humaitá,99,BR,1603764620,80,-7.51,-63.02,77.67,2.46
1317397,Kyaiklat,75,MM,1603764621,100,16.43,95.73,77.0,4.7
3386931,Tamandaré,0,BR,1603764622,82,-8.76,-35.1,76.8,10.67
703716,Kulykiv,0,UA,1603764623,98,50.31,24.82,51.01,13.0
2129218,Yoichi,75,JP,1603764625,93,43.2,140.77,57.0,2.24
3521972,Panabá,100,MX,1603764626,85,21.28,-88.27,77.49,10.49
4500920,Brigantine,20,US,1603764627,93,39.41,-74.36,63.0,5.68
2018735,Nyurba,78,RU,1603764628,83,63.28,118.33,14.36,2.15
6162949,Terrace,90,CA,1603764338,100,54.52,-128.6,46.4,25.28
235826,Zemio,93,CF,1603764630,92,5.03,25.14,68.9,0.65
3902685,Eucaliptus,100,BO,1603764631,51,-17.58,-67.52,53.06,3.36
3401148,Cururupu,100,BR,1603764632,85,-1.83,-44.87,77.18,3.85
1337612,Dhidhdhoo,2,MV,1603764634,70,6.88,73.1,82.72,5.14
3836277,Santa Fe,0,AR,1603764373,70,-31.63,-60.7,61.0,5.88
3464008,Esmeraldas,0,BR,1603764636,68,-19.76,-44.31,71.6,2.24
161616,Balkanabat,100,TM,1603764637,31,39.51,54.37,62.02,3.0
88319,Benghazi,0,LY,1603764638,63,32.12,20.07,70.57,9.13
3461888,Guarapari,0,BR,1603764639,78,-20.67,-40.5,73.4,10.29
1263968,Manali,40,IN,1603764518,94,13.17,80.27,80.6,2.24
3374210,São Filipe,98,CV,1603764641,80,14.9,-24.5,79.59,9.86
1850523,Tateyama,75,JP,1603764642,72,34.98,139.87,66.0,17.22
3190966,Sesvete,0,HR,1603764643,93,45.83,16.12,55.99,4.7
2264923,Peniche,69,PT,1603764644,86,39.36,-9.38,55.0,5.99
4392354,Jasper,90,US,1603764594,99,37.2,-94.35,32.0,11.41
2022083,Alekseyevsk,85,RU,1603764646,93,57.84,108.35,21.58,3.22
2245170,Podor,0,MR,1603764648,12,16.65,-14.96,88.77,8.75
6137462,Saint-Augustin,100,CA,1603764649,82,51.23,-58.65,32.94,10.67
1798760,Pingliang,100,CN,1603764651,72,35.54,106.69,42.55,5.77
3662489,Santa Isabel Rio Negro,68,BR,1603764652,92,-0.41,-65.02,75.9,2.51
3421982,Maniitsoq,26,GL,1603764653,87,65.42,-52.9,24.28,6.71
2032201,Bulgan,0,MN,1603764655,68,48.81,103.53,32.76,4.38
6061979,Lumsden,20,CA,1603764656,72,50.65,-104.87,17.6,10.29
3175096,Laas,75,IT,1603764657,70,46.62,10.7,45.0,8.05
292968,Abu Dhabi,0,AE,1603764492,39,24.47,54.37,78.8,5.82
3372760,Praia da Vitória,75,PT,1603764659,94,38.73,-27.07,69.8,10.07
2610726,Varde,81,DK,1603764451,93,55.62,8.48,50.0,10.29
4013679,Coahuayana Viejo,75,MX,1603764540,83,18.73,-103.68,75.2,2.21
686090,Asău,0,RO,1603764663,98,46.43,26.4,48.0,3.31
2281120,Tabou,100,CI,1603764664,88,4.42,-7.35,77.54,7.07
2077895,Alice Springs,0,AU,1603764420,17,-23.7,133.88,77.0,8.05
3576994,Cockburn Town,94,TC,1603764666,79,21.46,-71.14,83.17,19.69
6150293,Smoky Lake,100,CA,1603764667,98,54.12,-112.47,34.0,4.0
1639431,Kraksaan,100,ID,1603764668,63,-7.76,113.4,85.78,4.03
2353151,Aba,100,NG,1603764669,93,5.11,7.37,74.95,0.72
1519924,Kushmurun,100,KZ,1603764670,98,52.45,64.63,30.61,27.27
3356343,Karasburg,0,NA,1603764671,43,-28.02,18.75,60.42,6.8
2447513,Arlit,0,NE,1603764672,19,18.74,7.39,73.81,6.91
1529484,Kumul,100,CN,1603764674,46,42.8,93.45,46.69,4.16
3573374,The Valley,40,AI,1603764532,88,18.22,-63.06,82.4,9.17
3728097,Les Cayes,100,HT,1603764676,82,18.2,-73.75,78.94,3.96
3899695,Ancud,20,CL,1603764680,81,-41.87,-73.82,46.0,4.7
3453060,Pontes e Lacerda,100,BR,1603764681,91,-15.23,-59.34,74.55,4.47
4845585,Westport,90,US,1603764654,87,41.14,-73.36,59.0,9.17
1262260,Nagapattinam,89,IN,1603764683,78,10.77,79.83,80.11,6.76
1489656,Teya,87,RU,1603764684,95,60.38,92.63,17.08,3.96
6255012,Flinders,75,AU,1603764685,87,-34.58,150.86,68.0,6.93
1337617,Muli,29,MV,1603764686,73,2.92,73.57,82.85,7.02
286245,Sur,0,OM,1603764687,64,22.57,59.53,68.43,3.44
4676740,Brownsville,1,US,1603764460,74,25.9,-97.5,80.6,9.17
2618795,Klaksvík,55,FO,1603764530,66,62.23,-6.59,33.8,1.12
2180815,Tuatapere,50,NZ,1603764690,62,-46.13,167.68,57.99,5.99
6148373,Sioux Lookout,75,CA,1603764691,62,50.1,-91.92,24.8,9.17
5354943,Half Moon Bay,1,US,1603764510,29,37.46,-122.43,66.2,8.05
2966356,Bantry,90,IE,1603764693,100,51.68,-9.45,48.2,13.87
2138285,Tadine,19,NC,1603764694,72,-21.55,167.88,77.76,16.42
945945,Upington,0,ZA,1603764695,39,-28.45,21.26,78.8,8.05
1244926,Hambantota,75,LK,1603764697,100,6.12,81.12,78.8,2.24
2129870,Mikasa,75,JP,1603764698,93,43.25,141.9,57.0,2.24
5110092,Brewster,90,US,1603764699,100,41.4,-73.62,54.0,0.78
3893629,Coquimbo,0,CL,1603764700,87,-29.95,-71.34,53.6,3.36
1490256,Talnakh,40,RU,1603764701,84,69.49,88.4,3.2,6.71
5563397,Eureka,1,US,1603764702,47,40.8,-124.16,57.2,6.93
569231,Cherepet',89,RU,1603764703,87,54.12,36.38,42.8,4.47
5594956,Hailey,5,US,1603764704,53,43.52,-114.32,27.0,6.93
1738050,Marabu,40,MY,1603764706,94,4.41,114.01,75.2,5.82
3614835,Barra Patuca,100,HN,1603764707,75,15.8,-84.28,80.11,6.44
1513990,Gazli,45,UZ,1603764708,51,40.13,63.45,48.83,4.29
1507565,Dalmatovo,100,RU,1603764709,96,56.26,62.94,29.16,29.62
3458266,Macaé,40,BR,1603764710,100,-22.37,-41.79,69.8,1.12
934649,Cap Malheureux,3,MU,1603764712,76,-19.98,57.61,73.0,3.0
2449893,Tessalit,1,ML,1603764573,20,20.2,1.01,72.59,3.83
2022304,Khorinsk,3,RU,1603764714,79,52.17,109.77,24.8,4.27
103630,Najrān,0,SA,1603764715,26,17.49,44.13,59.0,1.21
1056899,Sambava,6,MG,1603764531,84,-14.27,50.17,69.94,7.34
2521582,Arona,20,ES,1603764717,64,28.1,-16.68,69.8,6.93
2161515,Kiama,75,AU,1603764718,87,-34.68,150.87,64.0,6.93
5380437,Pacific Grove,0,US,1603764554,51,36.62,-121.92,60.01,3.53
1174211,Khangarh,0,PK,1603764720,77,29.92,71.16,64.4,3.24
1529376,Korla,85,CN,1603764721,52,41.76,86.15,44.85,4.97
2422465,Conakry,100,GN,1603764674,82,9.54,-13.68,80.92,7.27
3996647,Mapimí,5,MX,1603764723,20,25.82,-103.85,87.8,5.99
3397763,Jacareacanga,0,BR,1603764724,85,-6.22,-57.75,76.64,1.14
924705,Nkhotakota,58,MW,1603764725,67,-12.93,34.3,76.17,5.1
2656847,Atherton,35,GB,1603764450,84,53.52,-2.49,48.0,5.99
2098329,Daru,42,PG,1603764727,73,-9.08,143.21,83.82,11.21
2644605,Lerwick,0,GB,1603764729,100,60.15,-1.15,46.4,6.93
6050066,La Ronge,75,CA,1603764731,58,55.1,-105.28,26.6,5.82
4021858,Guerrero Negro,0,MX,1603764732,37,27.98,-114.06,66.69,16.93
751816,Artvin Province,0,TR,1603764687,48,41.17,41.83,62.6,23.04
1847947,Shingū,20,JP,1603764735,48,33.73,135.98,66.2,4.7
5520076,Del Rio,90,US,1603764688,66,29.36,-100.9,48.2,17.22
1855476,Nichinan,40,JP,1603764547,64,31.6,131.37,68.0,6.93
3921355,Challapata,94,BO,1603764738,43,-18.9,-66.77,54.32,3.98
1497210,Novoagansk,100,RU,1603764739,96,61.94,76.66,21.67,15.01
582447,Almaznyy,0,RU,1603764740,61,48.04,40.05,48.2,17.9
3406545,Balsas,50,BR,1603764741,76,-7.53,-46.04,77.86,2.89
1808857,Hanzhong,100,CN,1603764742,73,33.07,107.03,56.19,1.1
1307741,Myitkyina,0,MM,1603764743,67,25.38,97.4,78.89,1.86
3923570,Atocha,0,BO,1603764745,38,-20.93,-66.23,52.92,0.92
1510689,Baykit,68,RU,1603764746,93,61.67,96.37,14.16,4.36
2278158,Buchanan,75,LR,1603764747,94,5.88,-10.05,78.8,4.85
2034615,Tahe,100,CN,1603764748,85,52.33,124.73,36.23,3.06
2108857,Gizo Government Station,77,SB,1603764647,72,-8.1,156.84,83.35,3.83
4166673,Ocala,40,US,1603764750,78,29.19,-82.14,78.8,6.93
5954718,Flin Flon,4,CA,1603764751,89,54.77,-101.86,23.2,5.64
3522526,Nuevo Progreso,2,MX,1603764752,65,23.17,-97.95,75.99,1.01
1511736,Altayskoye,100,RU,1603764753,65,51.95,85.33,42.06,8.99
3464809,Descalvado,0,BR,1603764754,73,-21.9,-47.62,69.8,3.36
1784853,Zhaoqing,9,CN,1603764755,99,23.05,112.46,81.0,6.04
1053507,Vondrozo,39,MG,1603764756,100,-22.82,47.28,58.35,1.12
2122783,Katangli,96,RU,1603764757,74,51.71,143.23,42.42,11.63
1631766,Pekalongan,100,ID,1603764758,69,-6.89,109.68,73.0,1.28
2641434,Northam,100,GB,1603764759,85,51.03,-4.22,50.0,4.0
3450188,Santa Isabel,20,BR,1603764761,88,-23.32,-46.22,68.0,3.36
690960,Turka,41,UA,1603764762,96,49.15,23.03,51.01,18.99
1787227,Jiangdu,100,CN,1603764763,84,32.43,119.56,64.0,5.39
1278715,Amreli,0,IN,1603764764,35,21.62,71.23,76.41,4.03
935214,Saint-Pierre,90,RE,1603764766,78,-21.34,55.48,71.6,4.7
2212775,Sabha,1,LY,1603764767,31,27.04,14.43,68.41,10.96
3372783,Ponta Delgada,75,PT,1603764768,88,37.73,-25.67,68.0,17.22
1168700,Ormara,0,PK,1603764769,53,25.21,64.64,75.33,8.08
64814,Bandarbeyla,38,SO,1603764770,78,9.49,50.81,73.6,8.68
2315026,Kasongo-Lunda,98,CD,1603764771,90,-6.47,16.82,69.1,0.6
1498633,Mishkino,100,RU,1603764772,98,55.34,63.92,31.42,31.81
1505991,Igarka,0,RU,1603764773,89,67.47,86.58,-3.66,6.2
1650213,Banjarmasin,40,ID,1603764702,83,-3.32,114.59,84.2,8.05
1737185,Kapit,100,MY,1603764569,84,2.02,112.93,78.26,2.64
3450083,Santa Maria,75,BR,1603764533,88,-29.68,-53.81,66.2,10.29
1188569,Sarishābāri,0,BD,1603764778,76,24.73,89.83,79.16,3.87
3855065,General Roca,0,AR,1603764779,24,-39.03,-67.58,66.2,10.29
5949568,Estevan,1,CA,1603764780,85,49.13,-102.98,15.8,11.41
3929611,San Jerónimo,96,PE,1603764782,64,-11.95,-75.28,54.84,4.68
904241,Mungwi,61,ZM,1603764783,64,-10.17,31.37,64.63,3.87
53654,Mogadishu,52,SO,1603764784,83,2.04,45.34,79.2,7.49
2742416,Barcelos,75,PT,1603764785,93,41.54,-8.62,53.6,6.93
72181,Marzuq,51,YE,1603764786,31,14.4,46.47,59.38,3.36
5972762,Hay River,90,CA,1603764787,100,60.82,-115.8,24.8,9.17
3091523,Mogilno,77,PL,1603764788,93,52.66,17.96,48.99,7.49
4787534,Sterling,75,US,1603764752,93,39.01,-77.43,57.0,1.68
1696188,Palauig,100,PH,1603764790,69,15.44,119.9,85.86,12.86
2339156,Idah,100,NG,1603764791,94,7.11,6.73,74.12,1.14
3662761,Porto Walter,100,BR,1603764792,98,-8.27,-72.74,73.62,2.68
1817240,Baiyin,90,CN,1603764793,93,36.56,104.21,39.0,2.24
5364271,Laguna,1,US,1603764731,8,38.42,-121.42,68.0,12.75
2274275,Robertsport,97,LR,1603764796,82,6.75,-11.37,80.1,8.34
355449,Esna,0,EG,1603764797,36,25.29,32.55,72.54,9.26
2173323,Bundaberg,75,AU,1603764798,65,-24.85,152.35,80.6,13.87
1622318,Waingapu,10,ID,1603764576,54,-9.66,120.26,87.58,7.31
4036284,Alofi,75,NU,1603764544,74,-19.06,-169.92,78.8,19.46
1220853,Orzu,0,TJ,1603764801,87,37.56,68.82,42.8,2.28
5919815,Channel-Port aux Basques,100,CA,1603764802,74,47.57,-59.14,40.12,10.51
4026082,Lázaro Cárdenas,100,MX,1603764803,87,17.96,-102.2,81.18,7.94
2634739,Warrington,27,GB,1603764673,87,53.39,-2.58,48.0,5.82
102527,Sakakah,0,SA,1603764805,11,29.97,40.21,69.8,5.82
2377450,Nouakchott,0,MR,1603764806,20,18.09,-15.98,77.0,3.36
5990669,Kelvington,24,CA,1603764807,95,52.17,-103.53,16.11,7.72
2034754,Shunyi,0,CN,1603764808,17,40.12,116.65,57.99,8.95
1788206,Xixiang,100,CN,1603764809,99,35.16,112.86,64.99,9.35
2013918,Ust-Maya,93,RU,1603764811,90,60.42,134.53,19.09,2.55
55671,Kismayo,5,SO,1603764812,85,-0.36,42.55,78.8,9.84
4031637,Lavrentiya,0,RU,1603764813,91,65.58,-171.0,31.6,4.99
3357247,Gobabis,100,NA,1603764814,35,-22.45,18.97,72.72,7.54
778707,Mehamn,15,NO,1603764815,78,71.04,27.85,37.58,9.71
3646487,Carora,24,VE,1603764817,73,10.18,-70.08,75.34,7.76
3388341,Passo de Camaragibe,75,BR,1603764818,88,-9.24,-35.49,75.2,3.36
1177446,Gwadar,0,PK,1603764820,55,25.12,62.33,71.02,4.27
2191562,Dunedin,51,NZ,1603764583,66,-45.87,170.5,55.0,8.99
2097418,Finschhafen,12,PG,1603764822,70,-6.6,147.87,84.43,4.45
