City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
5554428,Ketchikan,90,US,1603684867,100,55.34,-131.65,42.8,12.75
582816,Alekseyevskaya,0,RU,1603684868,87,50.29,42.18,40.98,1.48
2037346,Fuxin,100,CN,1603684869,35,42.02,121.66,60.73,7.0
